"Country","Landscape","Household_ID","Round","size","literate","years","age"
"UGA","L03","rrTcscTcWH","1",6,0.5,5,23.3333333333333
"UGA","L03","s1YRqRa7dg5","1",5,0.4,3.6,15.8
"UGA","L03","ve5Vid3J3j2","1",5,0.6,3,38.2
"UGA","L03","vPv6VoT5Hx6","1",4,0.5,4,27.75
"UGA","L03","VQjx1ubsk84","1",9,0.555555555555556,4.77777777777778,17.1111111111111
"UGA","L04","4MTsyUHiaX4","1",5,0,0.6,13.4
"UGA","L04","4wawPvHomv","1",7,0.142857142857143,3.28571428571429,14.7142857142857
"UGA","L04","52MH5CafZg9","1",6,0.5,2.75,26.3333333333333
"UGA","L04","6knFhJg33R9","1",3,0.666666666666667,8.66666666666667,17.3333333333333
"UGA","L04","9iKLxLjVu77","1",6,0.333333333333333,4.33333333333333,28
"UGA","L04","akR9WC1ESX","1",9,0.111111111111111,1.33333333333333,18.8888888888889
"UGA","L04","CW2n61MumoA","1",7,0.428571428571429,5.71428571428571,33.1428571428571
"UGA","L04","Dw3Ud994KTB","1",6,0.333333333333333,3.16666666666667,14.1666666666667
"UGA","L04","GEpVmB1chZ","1",2,0,2.5,24.5
"UGA","L04","GPDYh6MvUT3","1",4,0.25,2.75,12.5
"UGA","L04","hnZo2CxSp92","1",8,0.75,6.125,21.625
"UGA","L04","iLvTEBAQTN6","1",7,0.428571428571429,3.42857142857143,15.5714285714286
"UGA","L04","Kq42xQGSvu4","1",6,0.333333333333333,3.83333333333333,12.3333333333333
"UGA","L04","LEzTDqKV6f3","1",5,0.4,6,25.4
"UGA","L04","mBXHuSst1y6","1",6,0.166666666666667,1,14
"UGA","L04","Mc7EjdDK3M3","1",6,0.666666666666667,5,15.3333333333333
"UGA","L04","n4TwADF35","1",6,0.666666666666667,5,18
"UGA","L04","TdHhH26Qsi9","1",4,0.5,5.75,34.75
"UGA","L04","UBoKCmEGFXB","1",5,0.4,3.6,14.2
"UGA","L04","UKqsMYWu6S2","1",3,0.666666666666667,7.33333333333333,38.3333333333333
"UGA","L04","UYwovny68h","1",6,0.333333333333333,4.16666666666667,27.3333333333333
"UGA","L04","v29v4CgCb9A","1",6,0.833333333333333,7.66666666666667,25
"UGA","L04","vkQ3CHAz8S2","1",7,0.714285714285714,6.35714285714286,20.7142857142857
"UGA","L04","vwWMrLhFgq5","1",4,0.25,3.75,32.75
"UGA","L04","WmaX2iuVse5","1",4,0,0,37.5
"UGA","L04","xJ36NSni7X2","1",10,0.3,2.6,15
"UGA","L04","YMAxgenEPKA","1",5,0.6,5.8,20.2
"UGA","L04","z9PS7Qjy5L2","1",7,0.714285714285714,4.57142857142857,32.7142857142857
"UGA","L04","zCz7aSrczL2","1",2,0,1.5,42
"UGA","L04","ZVVKrqxAx48","1",3,0.666666666666667,5.5,36.6666666666667
"UGA","L06","2Zy882qHx74","1",12,0.583333333333333,5,17.4166666666667
"UGA","L06","43RqATksCs8","1",7,0.571428571428571,5.42857142857143,33.2857142857143
"UGA","L06","4Ltk7eBsFy2","1",6,0.166666666666667,2.33333333333333,15.5
"UGA","L06","5a2WfRTPWS2","1",2,0.5,5.5,24
"UGA","L06","6vZXvHtQdG2","1",7,0.142857142857143,1.57142857142857,14.5714285714286
"UGA","L06","dmUnjxva8t4","1",11,0.545454545454545,6,16.2727272727273
"UGA","L06","f52oa28ri63","1",7,0.142857142857143,1.42857142857143,16.1428571428571
"UGA","L06","FnGwGBNbLj6","1",6,0.5,5.66666666666667,25.6666666666667
"UGA","L06","fUwjdZnv1x2","1",6,0.333333333333333,3.33333333333333,22
"UGA","L06","Gr3yWAqnod7","1",6,0.5,4.33333333333333,23.1666666666667
"UGA","L06","h2NJwtqVTd2","1",12,0.5,5.33333333333333,19.25
"UGA","L06","hFv6mHJEwd5","1",7,0.428571428571429,3.42857142857143,18.5714285714286
"UGA","L06","i5k7QWkLJw8","1",8,0.5,5.625,23.625
"UGA","L06","JiVbXhqxqD2","1",6,0.166666666666667,2.33333333333333,19.5
"UGA","L06","Jm8YLfzpoy5","1",8,0.75,5.25,25.25
"UGA","L06","jspz3eC2TW3","1",10,0.2,2.2,17.8
"UGA","L06","kAKQZBMLkGA","1",8,0.5,3.25,13.875
"UGA","L06","kJPFgVkrzr8","1",3,0.666666666666667,4.66666666666667,17
"UGA","L06","L8vM1Pqk5B6","1",10,0.5,4.3,15.5
"UGA","L06","mpqcPSFDpCB","1",7,0.714285714285714,5,21.4285714285714
"UGA","L06","pMDUa1EHvb","1",4,0.5,4,36
"UGA","L06","QybMet9zZh8","1",8,0.875,8.5,24.125
"UGA","L06","wJPLc9G7D59","1",9,0.222222222222222,3.22222222222222,17.6666666666667
"UGA","L06","WKmRQnKoHA8","1",9,0.111111111111111,2.11111111111111,12
"UGA","L06","Xab6HD3Zh47","1",9,0.222222222222222,2.11111111111111,15.5555555555556
"UGA","L06","XBSg6BUGH3","1",6,0.5,6.33333333333333,28.8333333333333
"UGA","L06","YXV6xbSxws2","1",9,0.222222222222222,2.44444444444444,16.7777777777778
"UGA","L06","ZpzNhUcn8E4","1",2,1,9,22
"UGA","L06","Zsq7RscRsJA","1",6,0.166666666666667,2.66666666666667,19.3333333333333
"UGA","L06","ZU7tm63WQNB","1",7,0.285714285714286,2.28571428571429,16.4285714285714
"UGA","L07","25LYWDpsci5","1",6,0.666666666666667,6.66666666666667,20
"UGA","L07","6L8XQ2ivNNB","1",10,0.5,5,19.3
"UGA","L07","7yhK3asbcg8","1",4,0,2.5,17.5
"UGA","L07","9D4NrgAzDH4","1",3,0.333333333333333,3.66666666666667,36.6666666666667
"UGA","L07","cTxbn5tVsdA","1",4,0.5,3.5,15.5
"UGA","L07","E9xodbJqWb8","1",4,0.25,2.75,13
"UGA","L07","EQM92niTjw","1",4,0.5,3,22.5
"UGA","L07","eZcn1r4ZHQA","1",3,0.666666666666667,9.33333333333333,19
"UGA","L07","FiycRUoeZh","1",7,0.285714285714286,4.42857142857143,18.2857142857143
"UGA","L07","ggHPuVorAC2","1",5,0.2,2.6,17.8
"UGA","L07","J4NQk5mWMXA","1",5,0.4,5.8,19
"UGA","L07","jsuqiyHhZp3","1",6,0,1.83333333333333,14
"UGA","L07","k8Wj9vHnf53","1",9,0,2.55555555555556,26.1111111111111
"UGA","L07","kAym5mCCtcB","1",5,0.2,2,15
"UGA","L07","mjcdtjVVCA6","1",7,0.714285714285714,5.85714285714286,27.1428571428571
"UGA","L07","N9o6jRf3hy3","1",11,0.272727272727273,4.36363636363636,23.7272727272727
"UGA","L07","nf2b6XaXDy3","1",5,0.6,5.8,30.8
"UGA","L07","PxqUsT3Kg39","1",6,0.5,4.16666666666667,25.6666666666667
"UGA","L07","qGGstvM2E46","1",4,0,1.75,32
"UGA","L07","QP58gEJbLF8","1",2,0.5,5,26
"UGA","L07","RscSHibFMZ","1",3,0.333333333333333,4.33333333333333,17
"UGA","L07","tsxUHiQSdd5","1",2,0,3,31
"UGA","L07","udreQXLRb29","1",6,0.666666666666667,5,38.1666666666667
"UGA","L07","uMco3gkx1Z8","1",2,0.5,10,36.5
"UGA","L07","uNqoVbaZpG3","1",8,0.375,5.125,19.5
"UGA","L07","Uvc1cgf5XM9","1",3,0.666666666666667,7.33333333333333,28.6666666666667
"UGA","L07","x16vgM9iGq3","1",6,0.166666666666667,2.33333333333333,15.3333333333333
"UGA","L07","x3KJboY4Wn4","1",13,0.153846153846154,2.23076923076923,14.8461538461538
"UGA","L07","xwVxszyCYQ","1",9,0.666666666666667,5.11111111111111,17.5555555555556
"UGA","L07","zVWFb5eAbV7","1",8,0.375,3.5,17
